name,site,type,subtypes,category,phone,full_address,rating,reviews,working_hours,other_hours,business_status,about,range,logo,description,verified,,,,,,,,
Harvey's,https://www.harveys.ca/en/locations/mb/brandon/1570-18th-st.-bldg.-b,Restaurant,Restaurant,restaurants,+1 204-815-5633,"1570 18th St Bldg. B, Brandon, MB R7A 5C5",3.9,251,"{""Sunday"": ""11a.m.-10:30p.m."", ""Monday"": ""11a.m.-10:30p.m."", ""Tuesday"": ""11a.m.-10:30p.m."", ""Wednesday"": ""11a.m.-10:30p.m."", ""Thursday"": ""11a.m.-10:30p.m."", ""Friday"": ""11a.m.-10:30p.m."", ""Saturday"": ""11a.m.-10:30p.m.""}",,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}",$,https://lh4.googleusercontent.com/-gbgYmz0Xz74/AAAAAAAAAAI/AAAAAAAAAAA/sdA8enfM6Ok/s44-p-k-no-ns-nd/photo.jpg,The home of flame-grilled burgers made with 100% Canadian beef and topped the way you want it! Over 250 million ways to make your burger a beautiful thing!,TRUE,,,,,,,,
The Keg Steakhouse + Bar - Brandon,http://www.thekeg.com/en/locations/brandon,Restaurant,"Restaurant, Bar, Bar & grill, Cocktail bar, Lunch restaurant, Seafood restaurant, Steak house, Wine bar",restaurants,+1 204-725-4223,"1836 Brandon Ave, Brandon, MB R7B 3G8",4.4,671,"{""Sunday"": ""4-10p.m."", ""Monday"": ""4-10p.m."", ""Tuesday"": ""4-10p.m."", ""Wednesday"": ""4-10p.m."", ""Thursday"": ""4-10p.m."", ""Friday"": ""4p.m.-12a.m."", ""Saturday"": ""4p.m.-12a.m.""}",,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Fireplace"": true, ""Great cocktails"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Washroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Cozy"": true, ""Romantic"": true, ""Upscale"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$$,https://lh3.googleusercontent.com/-aGPxslPy4sc/AAAAAAAAAAI/AAAAAAAAAAA/FXbsXNywARI/s44-p-k-no-ns-nd/photo.jpg,Classic steak & seafood dishes are the mainstays at this stylish yet casual chain restaurant.,TRUE,,,,,,,,
Jin's Place,,Restaurant,Restaurant,restaurants,+1 204-728-1038,"800 Rosser Ave, Brandon, MB R7A 6N5",4.7,31,"{""Sunday"": ""Closed"", ""Monday"": ""8:30a.m.-5p.m."", ""Tuesday"": ""8:30a.m.-5p.m."", ""Wednesday"": ""8:30a.m.-5p.m."", ""Thursday"": ""8:30a.m.-5p.m."", ""Friday"": ""8:30a.m.-5p.m."", ""Saturday"": ""8:30a.m.-3p.m.""}",,OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}}",,https://lh5.googleusercontent.com/-Xr2GXyO8o2s/AAAAAAAAAAI/AAAAAAAAAAA/u7pkJNfj4Kk/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Joe Beeverz Bar & Grill,http://joebeeverz.com/,Bar & grill,"Bar & grill, Bar, Caterer, Sports bar",restaurants,+1 204-726-5637,"1300 18th St, Brandon, MB R7A 6X7",4.3,734,"{""Sunday"": ""11:30a.m.-9p.m."", ""Monday"": ""11:30a.m.-11p.m."", ""Tuesday"": ""11:30a.m.-11p.m."", ""Wednesday"": ""11:30a.m.-11p.m."", ""Thursday"": ""11:30a.m.-11p.m."", ""Friday"": ""11:30a.m.-12a.m."", ""Saturday"": ""11:30a.m.-12a.m.""}",,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great bar food"": true, ""Great cocktails"": true, ""Sports"": true, ""Trivia night"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Kids' menu"": true}}",$$,https://lh5.googleusercontent.com/-wMAhVBNUve8/AAAAAAAAAAI/AAAAAAAAAAA/zbs5nOexZ_8/s44-p-k-no-ns-nd/photo.jpg,For our most current menu please check out our website listed,TRUE,,,,,,,,
The Komfort Kitchen,https://www.komfortkitchen.ca/,Restaurant,"Restaurant, Catering food and drink supplier",restaurants,+1 204-727-6867,"835 Princess Ave, Brandon, MB R7A 0P5",4.7,435,"{""Sunday"": ""9:30a.m.-2p.m."", ""Monday"": ""8a.m.-3p.m."", ""Tuesday"": ""8a.m.-3p.m."", ""Wednesday"": ""8a.m.-3p.m."", ""Thursday"": ""8a.m.-3p.m."", ""Friday"": ""8a.m.-3p.m."", ""Saturday"": ""8a.m.-2p.m.""}",,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great tea selection"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",$$,https://lh4.googleusercontent.com/-cg2k_ZSo20U/AAAAAAAAAAI/AAAAAAAAAAA/qySQ5s01bkM/s44-p-k-no-ns-nd/photo.jpg,"We are a breakfast and lunch restaurant serving popular “American” comfort food. Daily features and food made from scratch by professional cooks and chefs. Catering is also an option with breakfasts, lunch and dinner options available. We also have a grocery mart with a wide variety of frozen meal solutions for busy families and seniors. We have dine in, take out and delivery services for all.",TRUE,,,,,,,,
Chilli Chutney,https://thechillichutney.ca/,Modern Indian restaurant,"Modern Indian restaurant, Buffet restaurant, Catering food and drink supplier, Fine dining restaurant, Delivery Restaurant, Takeout Restaurant",Modern Indian restaurant,+1 204-571-9310,"Canada, 555 34 St, Brandon, MB R7B 3P8",4.4,1060,"{""Sunday"": ""12-9:30p.m."", ""Monday"": ""11:30a.m.-9p.m."", ""Tuesday"": ""11:30a.m.-9p.m."", ""Wednesday"": ""11:30a.m.-9p.m."", ""Thursday"": ""11:30a.m.-9p.m."", ""Friday"": ""11:30a.m.-9:30p.m."", ""Saturday"": ""12-9:30p.m.""}",,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great tea selection"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""All you can eat"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Halal food"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Salad bar"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Checks"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$$,https://lh5.googleusercontent.com/-TFnqGWIHAfY/AAAAAAAAAAI/AAAAAAAAAAA/jHOcAeUjGMs/s44-p-k-no-ns-nd/photo.jpg,"Down-to-earth Indian eatery with lunch & dinner buffets, plus a-la-carte menu items.",TRUE,,,,,,,,
The Beach Hut,https://www.facebook.com/killarneybeachhut/,Family restaurant,Family restaurant,restaurants,+1 204-523-8880,"44 Water Ave, Killarney, MB R0K 1G0",4.4,154,"{""Sunday"": ""7a.m.-8p.m."", ""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""7a.m.-8p.m."", ""Thursday"": ""7a.m.-8p.m."", ""Friday"": ""7a.m.-8p.m."", ""Saturday"": ""7a.m.-8p.m.""}",,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true, ""Kids' menu"": true}}",,https://lh3.googleusercontent.com/-gs3Jk4W7rJM/AAAAAAAAAAI/AAAAAAAAAAA/8YVUpsuPn1U/s44-p-k-no-ns-nd/photo.jpg,"Burgers, Ice Cream and Mini Putt",TRUE,,,,,,,,
The Oak and Owl Café,,Coffee shop,Coffee shop,coffee shops,,"508 Broadway Ave, Killarney, MB R0K 1G0",4.8,9,"{""Sunday"": ""Closed"", ""Monday"": ""8:30a.m.-4p.m."", ""Tuesday"": ""8:30a.m.-4p.m."", ""Wednesday"": ""8:30a.m.-4p.m."", ""Thursday"": ""8:30a.m.-4p.m."", ""Friday"": ""8:30a.m.-4p.m."", ""Saturday"": ""8:30a.m.-8p.m.""}",,OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great tea selection"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Lunch"": true, ""Dessert"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}, ""Children"": {""Good for kids"": true}}",,https://lh6.googleusercontent.com/-VOqbBWBQyXQ/AAAAAAAAAAI/AAAAAAAAAAA/6-z6MJTt9gQ/s44-p-k-no-ns-nd/photo.jpg,"We are a local café in Killarney, Manitoba. Offering espresso, coffee, tea, and fresh-baked goods",TRUE,,,,,,,,
Browns Socialhouse Brandon,http://brownssocialhouse.com/,Restaurant,"Restaurant, Canadian restaurant, Lounge, Sports bar",restaurants,+1 204-717-8888,"1260 18th St UNIT B, Brandon, MB R7A 5C3",4.4,642,"{""Sunday"": ""10a.m.-12a.m."", ""Monday"": ""11a.m.-12a.m."", ""Tuesday"": ""11a.m.-12a.m."", ""Wednesday"": ""11a.m.-12a.m."", ""Thursday"": ""11a.m.-12a.m."", ""Friday"": ""11a.m.-1a.m."", ""Saturday"": ""10a.m.-1a.m.""}",,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fireplace"": true, ""Great cocktails"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Upscale"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$$,https://lh5.googleusercontent.com/-DrALZfJ2oEU/AAAAAAAAAAI/AAAAAAAAAAA/SlK7y9mLYrI/s44-p-k-no-ns-nd/photo.jpg,"Chill restaurant & bar with elevated takes on pub fare such as burgers & pizza, plus weekend brunch.",TRUE,,,,,,,,
Kim's Asian Restaurant,http://www.kimsasianrestaurant.ca/,Asian restaurant,"Asian restaurant, Chinese restaurant, Sushi restaurant, Vietnamese restaurant",restaurants,+1 204-571-9266,"2330 Victoria Ave, Brandon, MB R7B 0M3",4.3,444,"{""Sunday"": ""12-9p.m."", ""Monday"": ""11a.m.-9p.m."", ""Tuesday"": ""11a.m.-9p.m."", ""Wednesday"": ""11a.m.-9p.m."", ""Thursday"": ""11a.m.-9p.m."", ""Friday"": ""11a.m.-9p.m."", ""Saturday"": ""11a.m.-9p.m.""}",,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great tea selection"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""All you can eat"": true, ""Beer"": true, ""Coffee"": true, ""Healthy options"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$$,https://lh3.googleusercontent.com/-OIS2ch32xBk/AAAAAAAAAAI/AAAAAAAAAAA/zA9OCTL5A_I/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
The Burrito Co.,https://www.barburrito.ca/location/brandon/,Restaurant,Restaurant,restaurants,+1 204-726-2467,"601 18th St, Brandon, MB R7A 5B3",,,"{""Sunday"": ""11a.m.-7p.m."", ""Monday"": ""11a.m.-7p.m."", ""Tuesday"": ""11a.m.-7p.m."", ""Wednesday"": ""11a.m.-7p.m."", ""Thursday"": ""11a.m.-7p.m."", ""Friday"": ""11a.m.-7p.m."", ""Saturday"": ""11a.m.-7p.m.""}",,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Offerings"": {""Healthy options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true}}",,https://lh3.googleusercontent.com/-nLl7C-c0xSw/AAAAAAAAAAI/AAAAAAAAAAA/vWEtRWWf868/s44-p-k-no-ns-nd/photo.jpg,"The Burrito Co. Brandon offers delicious burritos, chips and salsa, and beverages.",TRUE,,,,,,,,
Subway,https://restaurants.subway.com/canada/mb/brandon/821-b-18th-st-north?utm_source=yxt-goog,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",restaurants,+1 204-727-8942,"821 B 18th St N, Brandon, MB R7A 7S1",3.5,86,"{""Sunday"": ""9a.m.-8p.m."", ""Monday"": ""9a.m.-10p.m."", ""Tuesday"": ""9a.m.-10p.m."", ""Wednesday"": ""9a.m.-10p.m."", ""Thursday"": ""9a.m.-10p.m."", ""Friday"": ""9a.m.-10p.m."", ""Saturday"": ""9a.m.-10p.m.""}","[{""takeout"": {""Sunday"": ""11 a.m.-7 p.m."", ""Monday"": ""10 a.m.-8 p.m."", ""Tuesday"": ""10 a.m.-8 p.m."", ""Wednesday"": ""10 a.m.-8 p.m."", ""Thursday"": ""10 a.m.-9 p.m."", ""Friday"": ""10 a.m.-9 p.m."", ""Saturday"": ""10 a.m.-8 p.m.""}}]",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Healthy options"": true, ""Quick bite"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}",$,https://lh5.googleusercontent.com/-F0KXxJbC3ek/AAAAAAAAAAI/AAAAAAAAAAA/C52tdEYwWSI/s44-p-k-no-ns-nd/photo.jpg,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",TRUE,,,,,,,,
The Little Chalet Restaurant,http://chaletrestaurantbrandon.com/,Restaurant,"Restaurant, Delivery Restaurant, Takeout Restaurant",restaurants,+1 204-727-8921,"1701 Middleton Ave, Brandon, MB R7C 1A7",3.9,93,"{""Sunday"": ""8a.m.-8p.m."", ""Monday"": ""8a.m.-8p.m."", ""Tuesday"": ""8a.m.-8p.m."", ""Wednesday"": ""8a.m.-8p.m."", ""Thursday"": ""8a.m.-8p.m."", ""Friday"": ""8a.m.-8p.m."", ""Saturday"": ""8a.m.-8p.m.""}",,OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Hard liquor"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}",$,https://lh3.googleusercontent.com/-nNL0MEjvNc0/AAAAAAAAAAI/AAAAAAAAAAA/LvkjcdvWjyk/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
